twitter_id,bio,types
4582645228,intp │@moondhexe│🌻│bunny mom 🐇,INTP
1174571430324789253,a Chinese who also speaks a little English/want to learn　日本語 and Русский язык and Deutsch/INFP， 4w5,INFP
1063104887393841152,"18y | entp | ele/dele | filme de terror, rpg, otaquice, comida, comunismo e videogame",ENTP
27612398,"I don't get cute, I get drop dead gorgeous
ENTP
29y",ENTP
1187400322228150274,"*:･ﾟknow that i would gladly be the Icarus to your certainty, oh my sunlight • intp-t ☽",INTP
3087441362,"Just a whole lot of memes and dreams about INFPs (a delightfully adorable, awkward and introverted bunch of misfits). Share your memes & dreams, cutie patooties",INFP
3224810507,@LuneAutomnale ♡• @RollikkOff • @Wadoffy • @kuwatsouda || elle/she || 𝔐𝙴𝙻𝙻𝙾♡/☼♎︎ |☾♓︎|⇡♐︎| INFP,INFP
1213571295847145472,"📚 Desenhos, papos literários e surtos

| INFP-T  | ♏ | Artista ✏ | Não-binárie (Ela/Ele/Elu) 🏳️‍🌈 | ☸ Buda way | Indo pro Veganismo 🌱 |",INFP
812348719634976768,Cursed • infp-t 4w5 • ele/dele//he/him • autistic,INFP
2974265758,"Maintain pimpin, can't change pimpin, stone age to space age pimpin. Always in motion,like the ocean, INTJ looking for my INFJ.",INTJ INFJ
561913847,"Dentro questa musica c'è una forza senza tempo che attraversa l'anima
#italvolley 🏐 #amala🖤💙
she/her|  ♉|INFJ-T|revenclaw",INFJ
1290293891615383555,"INFP Cancer Sun, Leo Moon and Libra Rising
Just trying to be my soft self
she/her",INFP
803352487021477888,Polemizzare su tutto è il mio lavoro a tempo pieno. PROUD TO BI 🌈 acab✊🏼God bless this mess (me) - ESTJ-T - ♉,ESTJ
1510684675,🇮🇹 | fan acc | bi🏳‍🌈 | movies & tv series | Hufflepuff | House Stark | ♍☀️♎↑♒🌙 | The Boys stan acc | INFP/INFJ | she/her | dir. by Taika Waititi,INFP INFJ
737602016055173120,ob irgendwas von uns bleibt ♡ | dark and SKAM 🇳🇴 stan account | infp-t/ 4w5 | quasi nessuna delle mie otp è endgame 🤡| RIP BELLARKE (2014-∞) *FAN ACCOUNT*,INFP
1234838633426964480,"Booklover||Art student||Tea and Chocolate addicted||extremely anxious||Ravenclaw||INTP||🏳️‍🌈(she/her) 
procrastino più del Nevada | attenzione spoiler casuali",INTP
808647663096893440,Idealista. Don Chisciotte senza Sancho Panza. INFP. Scrivo per vendetta.,INFP
1281655916933324807,garbage disposal | he/him | 💛 @nonexistentshet 💛 | #SHORTENTJ #BIGFLOPPA,ENTJ
1262044000653115392,Hobbyist digital artist ● ISTJ ● Potterhead ⚡ ● mostly SAO//黒執事//デジモンアドベンチャー//遊戯王DM ●  ⛔ DO NOT USE/REPOST MY ART ⛔,ISTJ
1069769460163194882,"25/INFP-T/she-her/Trans Girl/♋cáncer/Latina
headed by @Abigailworksnow",INFP
1161787155317964800,"A safe space for everyone! 💜🌻😊 Your local dreamer and overthinker. I make cupcakes and bad decisions ||-// PL/ENG | infp ♡
#renewannewithane",INFP
1289819360282861568,An INFP who loves to experience things that stimulate not just the mind but also the heart.,INFP
1289846660458319872,she/her // Infp // fandom stuff // current obsession : Percy Jackson 🌊,INFP
1289529673056243712,"✨female intj-a, 8w5, Ravenclaw, Leo✨
✨Weeb✨ ✨Greek ✨",INTJ
1287763739362709504,"he 

Profile picture by @ENTPezri

8w7 478 sx/so",ENTP
743323746488848384,Imagine you’re an INFJ and HSP when the world’s full of shit 🙈🙉☠️,INFJ
759146350869155840,20 | INTP | 5w4 | Slytherin | Horned Serpent | Metalhead | Masshole | Multifandom | Shark Enthusiast 🦈 | Future marine biologist | Cryptids | she/her | BLM,INTP
57877535,ISTJBCAPSANJINGKAMISKLIWON,ISTJ
964198339284819970,ITI trainee  - BE in computer and systems engineering 2020 🎓 - artist - writer - INFP-T personality 💙🐦,INFP
1113565814962171904,- #VAMPIRE #ISTJ-A,ISTJ
1183576600610246658,"🐇99line🌌
💭INFP🦋
🌿(ela/dela)🌿
🤯too many bias and utts! could you please help me?!
🌈Meu Girassol @larijsuh 🏳️‍🌈⚘💛🌻👭",INFP
1146255990196756480,"INFJ - 4w5 - 469 || - ela/dela

#BlackLivesMatter",INFJ
1126083393932779520,Elle est forte | Old soul | INFP-T | She/her | 🧜‍♀️,INFP
864283310196916224,im full of softness n love but i am also full of traumaㅤ|ㅤfan accountㅤ|ㅤenfpㅤ|ㅤ「ê/elu/-e + a/ela/-a」,ENFP
1272587746192904193,"art account ?
miraii._.universe on insta
lvl17 :3 🌸 probably enfp",ENFP
717108441429458945,https://t.co/72u8Pv2qId INTP 5w6 tritype 594,INTP
870084689645719552,Ao sul de lugar nenhum / ENTP / Computeiro/ As vezes artista/ UFPR / 🇯🇵 and 🇺🇸 / everything that kills me makes me feel alive,ENTP
728614245294706688,UCLA’21 💙🐻💛 ENTJ ♑️,ENTJ
1285578994381918208,"Cuando sientas que tu mundo se destruye, ven al mío.
Eng/Esp | ATINY MOA ARMY ENGENE+KEIY | Fan Account
INFP ~ 4w5 ~ Hufflepuff 💛",INFP
1184902800721006593,Опять гиперфиксация на dps и ганнибала || взаимная || 💗💜💙 || she/they || 16  || hufflepuff || infp/t || 9w1 || so/sx,INFP
1032917919871717376,"We weridos have to stay together •TOH,She-ra,Utena,Infinity train,dw,kipo•Br•BLM•AMV•D&D•
INFP• Genderfluid lesbian •Dyslexic•17 years• @_sapphocating ❣",INFP
814153822545256449,@nectarinnestudies no instagram | intj sp/sx | @ronlyytheduck -- meu amorzinho,INTJ
1275509078081646595,🌻self taught artist INFP🌻 art commissions r closed•DM•,INFP
1159880977939861504,"#إلا_رسول_الله

ENTJ-T💪

 ONE IN A MILLION🍭💕
 Love Yourself 😘✊
  #TWICE  #ONCE
 #TWICEofOctober  
#EyesWideOpen
 #ICANTSTOPME
 #GetWellSoonJeongyeon",ENTJ
1118175476428754944,"ENTP-T

I'm a liability
get you wild, make you leave",ENTP
1262135838143664129,"Ni-Fe-Ti-Se ◼◻INFJ-A▪▪5w4▫▫
Former Musician. Special Education Teacher & Musicotherapist. 
Animal Lover & Advocate.
Carl Jung & INFJ Personality Type, Quotes.",INFJ
1280646801486417921,"I'm here to endorse Female ISTP rights and if you have a probably with that then perish

https://t.co/n1NTSLKmr9",ISTP
1001862440890585088,17 yo | INFP | he/him | Nintendo 𝒸𝑜𝓃𝓃𝑜𝒾𝓈𝓈𝑒𝓊𝓇 and a weeb. Ooh I cooka da meatball. 🖤🤍💜,INFP
819507916998852610,ENFJ - Pansexual - Teacher - Student- zoophilist,ENFJ
3435914315,"INTP-T
Nyctophilia
🔢🎸📷💻",INTP
1279259023376875521,"Mati, 21 years old, he/him. INFP 4w5, like Albert Camus and Gerard Way.",INFP
1971717404,"Hong Kong 🇭🇰 |  20+ | INTP |
AoT: Eruri (믕‿믕)❤(눈_눈) |
JJBA: 💜Joseph x Caesar🧡 | 💚Gyro x Johnny💙|
I speak Chinese & English💁‍♀️ | 日本語読むこと👌",INTP
1269304811608051713,INFP 2w3,INFP
1278770342060650497,"INTJ. 5w4, Theories and philosophy, looking into the night sky and seeing possibilities. Private account to @INTJmatt",INTJ
1231775701252001792,INTJ,INTJ
1163882466697994241,"|  |  | | | | |  |   O | | |  
ENTJ  
Occasional fansite : #GrandeGrenouille (Pentagon) // #SuperMilkTea (SuperM)",ENTJ
1277534244512976897,Enfp 💙,ENFP
1054932042092367872,"#infp people cry, not because they are weak but because they have been strong for too long",INFP
1277359434084343808,INFP 4w3 sp/sx. BA student in comparative literature. Typology nerd. Loves feminist literature. Not always moody.,INFP
1257372713632620546,》☆ yeah right im here for @sushitrash's nose and @richbrian's king shit || {claiming nectar track 11} || enfp || she . they ☆《    fan account,ENFP
1219934026108043264,"infp-t
Maybe something like 🐡
Chinese/English👌🏻
(not a very good English user im sorry……)
Use translation software",INFP
891140224746569730,"🇻🇳 | ENFJ | she/her | @ithepalsartists | @lillyyfries | Physically I'm here, mentally I'm in a little white church in the middle of a desert getting burned",ENFJ
1268930833844494337,Riley // INFP // 4w5 // 18 // They/them,INFP
2273444610,"Licenciada en demolición de hormigueros. Gótica de turno amante del anime, la buena música y los idiomas.Jugona empedernida y futura traductora. INFJ",INFJ
1157305804103585792,"astrophile🌌.
Infp🌚",INFP
2770001560,INFJ,INFJ
1033786457738174464,⌦ 𝐄𝐯𝐞𝐧 𝐢𝐟 𝐲𝐨𝐮𝐫 𝐛𝐫𝐚𝐢𝐧 𝐢𝐬 𝐰𝐨𝐫𝐭𝐡𝐥𝐞𝐬𝐬 𝐦𝐢𝐧𝐞 𝐢𝐬 𝐝𝐞𝐟𝐢𝐧𝐢𝐭𝐞𝐥𝐲 𝐩𝐫𝐞𝐜𝐢𝐨𝐮𝐬 ∐⊕⁔⊕∐ | intp | парная с @volcha123,INTP
1050960040235032577,shiro - he/his - INTJ - 18+ - SFW only acct,INTJ
1156354199342505984,deus esta triste com tanto esquerdista | infp-t | ela/dela | @katsukaretta⠀⠀⠀ ⠀⠀⠀ ⠀⠀⠀ ⠀⠀⠀ ⠀⠀⠀ ⠀⠀⠀ ⠀⠀⠀,INFP
1045257291539369984,"Hi! I'm Thalerbet and i do things) 
Warcraft, DBH, DnD and a little bit of shitposting in russian, 
30+, nb, pan, 🏳️‍🌈, ESFP, СЭЭ, 🌝♉️🌚♉️⬆️♌️, 
ru/badeng",ESFP
1267164698144800771,"Il y a une raison a tout :)------she/them, INFP et hp",INFP
4356868458,🇲🇾  | INFP | #keshikult ꒰｡•`ｪ´•｡꒱۶,INFP
966998759723839488,"therapy is expensive, but chris evans’ laugh is free. | INFJ | she/her | loves cats 🐈",INFJ
2925772479,"I tweet about myself and my life randomly and don't give af! 😂
#mobilegamer,#simmer,#musiclover,#horrormoviebuff,#istp,#scorpio,#mjfam,#poet,#otaku.",ISTP
1093065875295395841,"ENFP, 4w3, sx/sp, 2e, empath, idealist, army, crackhead, et cetera😂💜",ENFP
919642223209218048,Kpop (Multifandom 💜) ~ Happy 🌸 ~ ENFP 💭~ Music & Art lover 🎶🎨 ~ I love playing games 🤭,ENFP
793393345,"#ENTJ, mom, wife, keto lifestyle : @savvyketomom
Perfectionist, organized, practical, straightforward, realistic, rational and super annoying",ENTJ
1085282184649498624,"She/her
🦉 Синий Воробушек | Отзываюсь на Акаде | Chemistry| INTP♏🇺🇦
#harrypotter #ravenclaw #snarry
Любимая смотрительница маяка @waferWYyan",INTP
1080946315603951616,#BlackLivesMatter | ♉︎☉ ♍︎☽ ♏︎↑ | INFJ 7w6 so/sx | IEI-Fe | she/her |🌼,INFJ
534628535,Non-binary • They/Them • LVL 20+ • INFJ-T • Artist • Not Spoiler Free! • Married to @UpperKizuki2 • BLM+ACAB,INFJ
603954939,Substance Enthusiast | ⛰️Climbing and ☕ | Your local gentlethem | INTP | They/Them | #XboxGameChanger2018 | #GirlsMakeGames2018 | https://t.co/sGsAJncwrH,INTP
1073423416760373248,"No minors!
| 82% rt's, 15% shitposts, 3% content | 35+| She/Her | Big time INFP | Occasional maker of things | Newsletter: https://t.co/IiGJk5mrbX",INFP
902621125242441728,"Helle. OU Alum (BoA Russian)
INTJ/Scorpio. Bi Pride. She/her/they/their
Severe allergy to Republicans. 
Your favorite dog trainer.",INTJ
335857201,ᮖᮒᮤᮃᮂ • 🇮🇩 • intp •  retweets A LOT • mostly draw OCs • arts on Moments • IG: patieung •  write @ https://t.co/Qej3aObKpq,INTP
969669263962398720,"cam / nb / any pronouns / 21 y.o / entp 7w6 714 / French / pseudo art acc (secretly shinji, aizen and espada stan acc) / BLM and ACAB",ENTP
844702843105918976,"Hobby fanartist 🦊 | INTP🦄 | Forest spirit🦉| Test Automation Engineer 🐙 | EFL | 20↑ | currently into JJBA 🐬🍒/⭐🍒 | Please, don't QRT my stuff",INTP
742547803101122560,"Ryan, 18, Male (he/him); INFJ-A; 9(w1)52; Scorpio; Certified Fool",INFJ
1080437756269076480,"Just you wait/
ENFP-T/For Every Child/Amor Fati/ 
she/her",ENFP
804524054182961152,"''There is only a queer divine dissatisfaction, a blessed unrest that keeps us marching and makes us more alive than the others.''

• INFP • EII-Fi • 4w3 sp/sx",INFP
2525773229,🏳️‍🌈 | he/him | essyou ymcmb | infp | ♓,INFP
2993505827,☆ vocalista da @projetohare escuta minha banda!☆ ENFP 4w3 ☆ ela/dela 🏳️‍🌈 ☆ icon by @agroboy23 ☆,ENFP
1047817897211351041,"entp 8w7 chaotic neutral
leo ☼ pisces ☽ aries ↑",ENTP
1132632241576849408,20 yo • INFP-T  💫 | Mixer | #Rpgiste | Writer | Multifandom | 🏳️‍🌈 Disaster Gay™️ | other acc: @RingoYts,INFP
1243869173207334912,23 • INFP • aquarius♒ •,INFP
1248004942700384258,all the embarrassing words & Late night thoughts of an #infj,INFJ
175263233,فتاة من عالم بعيد، خيالها كون شاسع، وقلبها توليب أبيض، وروحها طفلة لم تكبر، وفي عينيها ألف دمعة ودمعة~🍂 #INFJ,INFJ
1113168211380404224,"just trying to spread love in a world full of madness ✨❤️ infj-t 🍂
designer, ilustradora iniciante e futura cientista 🎨🌌🐝🌈",INFJ
235505434,"We're all stardust baby |

ENFP- A |",ENFP
1254230910200803328,20-smth INFJ Pisces type 2w1 || reunited with twt for brain & soul food 🎹🌙 🇵🇭,INFJ
907042956967735296,socially awkward human being 💁 introverted weirdo 🙍 hopeworldian 🌻🌏 infp • cancer 🦀,INFP
1087915970,"ENFP. Ingat, apa yang sudah terjadi jangan dibiarkan ia takde “ed” kat belakang. #deepquote #deepthought #inspiring #pasttense #ohmyenglish tibe",ENFP
710014613518163968,มุกเอง | Thai | 1998 | INFJ | art student | DEC viscom | multifandom | doodles | ENG/TH friendly ☆ | I rt a lot | three owls in a trench coat 🦉,INFJ
1882911962,INFP - T ♡ 𝟷𝟾.𝟾.𝟷𝟾 ♡ 𝟸𝟸.𝟼.𝟷𝟿 【 @OfficialMonstax || @official__wonho || @ATEEZofficial】,INFP
2369396882,"🌱 Rian / 22 / INFP / Asexual 🌱

A non-binary Canadian that can't wait to share their love of art and cosplay with you! 💚 日本語をすこしはなします。",INFP
820461673160974336,"hatdog // INFP-T //she/her 



https://t.co/gLavLUKsEf…",INFP
3317943044,"Just a little moonchild. INFP. ♍
Future cosmetologist.",INFP
1249295034345828353,INTP 🚀| Gemini Sun Pisces moon Scorpio rising 🌝,INTP
737773197752455168,🐀RAT RIGHTS🐀 | Mary/Facada | 🏳️‍🌈🇵🇹 |she/her/they/them | Enby | 20 y/o | ENTP | 7w8 | Chaotic Neutral | PT/ENG | committing arson with @BugadaCoisa ❤,ENTP
2645608152,"I don’t want to be RUDE, but I prefer my opinion over yours. ESFP-A ♑️☀️ ♐️🌙 ♍️🔝",ESFP
729284180236849153,INFP　　　　　　　　　　　　　　　　　                                                              MWITS 26/II | Neverland | WIZ*ONE | ไอมาสP,INFP
1064621306233147394,"19 bi m,
INFP,
Chaotic Neutral,
Big Dork Energy,
Deerfox,
Telegram-Dipthefur,
💕@chipthefur",INFP
1369739689,"I am made of glitter, water and anxiety. | INFP-T | shitposting a lot | elle",INFP
242029496,"21. Comunicación Audiovisual, US. Everyone you meet is fighting a battle you know nothing about. Be kind. Always. 💭 #INFJ",INFJ
1223631771343806464,"An ENFJ, Annoying Heavy Eaters.",ENFJ
79024513,👆🏼♏️🌞 ♍️ 🌚 ♍️ INFP🧚🏼‍♀️,INFP
895547386356940801,INFP-T,INFP
1174807846141267969,It’s a good day to face the hard things. ISFP「Goat Fish」🌿Sober🌿,ISFP
1171779025741787142,Secretarial Student 👩🏻‍💼 #ISFJ | ♌️,ISFJ
1168764605281124353,"แตง|วาด|🇹🇭|ENFJ
❤️|JJBA|BSD❤️
จริงๆแล้วเป็นสายเสพ,หวีดซะส่วนใหญ่--
ชิปเรือผี,สลับโพได้หมด  มาคุยกันได้นะคะ!
เบิ้บบูโจสุเกะคุง💕🥺💓",ENFJ
1054848032355667969,↠ fettuccine alfredo connoisseur. writer. INFJ.,INFJ
1112970538643742721,she/her | ISFP | ♎ | let's goooooooooooo,ISFP
310238242,"🧜‍♀️ and a 🐰 // ENFP // art acc: @Elly_Samonji  // @fenezu is my 🌹🐿❤️ (nutri gf🌼) //  pfp by her too 🥺❤️
my less RTW and more personal acc: @mer_elly",ENFP
1108273401574182913,#INTP,INTP
2199192826,Pitch Black EveryWhere #INFP #Slytherin and an #Appliedlinguistic student,INFP
991332219594657792,☉ ♈︎. ☊ ♌︎. ☾ ♒︎. -ENFJ- ♀,ENFJ
80618161,"Venustraphobia ,, Energetic Extrovert - ENFJ :P
I do not dream at night, I dream all day, I dream for living.",ENFJ
122954749,"ENTP 7w6

Art twitter : @_amahoshi_
Deviantart : https://t.co/xtiSjRRG0W",ENTP
1238186221094010880,"personal acc , infp , Sara , she/her , uni , BTS , mamamoo , manga/webtoon lover , from 🇮🇹🇮🇳 , art acc is @sk_sketches &
zine acc is @mamamoozine",INFP
249198726,"a trintona dos gatos. paulista da Brasilândia. ex infj-atual enfp 🤷🏽‍♀️ / ex (ou não) afroemo, mas sempre eclética",INFJ ENFP
1149499709284704257,hoi I am a fan of stray kids and other stuff lol ☁️ Han biased ☁️ She/Her ☁️INFP-T,INFP
754618696530812929,En verdad lo que hago es quejarme de la vida y hablo 24/7 sobre comida. #infp,INFP
412295742,"The invidualist - 4w3, ♏, ENFJ-T ✨
Art lover 🎨Storyteller📖Comic&Manga✨
💖วาดๆ🔀เล่าๆ🔀MBTI, EG, etc.💖
👍ENG/TH👍
(Mostly TH)",ENFJ
1248448719768477697,self identified autistic. she/her. pan. INFJ 4w5. #FreeMatthewRushin,INFJ
38154030,INFJ. Nerd at heart. Fangirl. Still seeking my Great Perhaps.,INFJ
4008263535,"INFP and ???
🐼

Fan account~ she/them-Elle/Ael/Iel ~NeuroA 🏳️‍🌈Non-binaire(ry) Feminist acosexuel.le (jsp/idk)  ★",INFP
149677449,"24|Estudios Socioterritoriales|INFP|Me gustan los mapitas, el urbanismo y el tema electoral| Björk y Coca-Cola son mi pastor| Twitter es mi buzón de quejas",INFP
2412924793,"kaatu/laia | 21 | ♎️ | she/her | INFP | ☭ | 僕は羊だ | dibujo y hago canciones

//retuiteo mucho",INFP
893038941036740608,21 | ENFP | fuck this shit im out,ENFP
1236294327095173120,intp | artist | old cat lady | no homophobia allowed here kaythanks |she/her| 17,INTP
58694433,"ISFP-T
Tuhan kasihanilah kami",ISFP
125032203,"Frankie • #CosKom • ENTP  7w6 • ♊️ sun/moon ♌️ rising • idoltrash • ENG|GER • interested in: games, books, utaite",ENTP
1033413768313749504,"Courgette (Saki)✨ French • INFP-T • Cosplayer 🎀• Photographer📸
Mostly sharing art / Pv: @poticourgette /
Playing ffxiv / pfp by @/moonyparrot",INFP
110359915,"ENFP-T
💕 Umbi-umbian alias umbivert 😉
💕 Sometimes romantic~
💕 Oret-oretkuh https://t.co/bXgl3TvB3T
💕 Gallerykuh https://t.co/QaRD3N65pv",ENFP
2786035262,🎓 Communication Science Brawijaya (Media Studies) | type intj-a | amor fati | astrophile.,INTJ
1642551632,Çeaş’17 • Gülhane Eczacılık 🌻 • ENTP~5w4,ENTP
23429689,"a caffeine-fueled life-form on a constant search of my sanity & befitting life motto, currently ENFP-T, an ambivert, ♊🔅♎🌙♌⬆
(personal x ♬ ꌗꈤꌗꀸ⋆ʍʍʍ ♬)",ENFP
948264127411245057,"| I like drawing. |
| INTJ-T |
| Gryffindor |",INTJ
875494317845905408,"God first, all else follows. • Romans 12:2 • Proud Naija princess 👑🇳🇬 • INFP-T • 9w1 • Baking Enthusiast • L'ho provato sulla mia pelle.",INFP
925413843244785664,"twice, weeekly, toh fan acc | i kinda do fanart | kinda meh irl ·ᴗ· | 19 | bi 🏳️‍🌈 | ONCE Creative Circle 🍭 | ISFP-T",ISFP
1086213022844997632,"an INFP in a constant eco-anxiety. emotionally invested in Dear Evan Hansen, (G)I-DLE, Anne Shirley-Cuthbert, GAang memes, Akatsuki no Yona, and Ana Vidović.",INFP
1132707198205751296,"i hope the pain fades...
infj; she/her; ace; anime and kpop",INFJ
1015087070371631105,contengo multitudes🥡/ Ⓕ Ⓐ Ⓝ Ⓖ Ⓘ Ⓡ Ⓛ Seriéfila🎟 / ENTJ y media Friki,ENTJ
2300150458,"“Miserable, darling, as usual, perfectly wretched” | INFP | Human Disaster | Music | ミ☆",INFP
229487237,"Thinkin/feelin out loud. #INFJ. Dreamer. Seeker. Helper. Unique. Meditation. Reflecting. Books. Trees. Lightnin. Hufflepuff. Water tribe. Poetry. Art? (𝟬,𝟭,∞)",INFJ
1941265021,มินิ | Mini • INFP 2w3 • Multi-Fandom and Depression • VRoid Modeler • TH/EN/日本語 • OC Acc : @Minikotoba163 • R18 Acc : @Minikotoba18 • Icon : @RAIKAN_RIKANTO,INFP
1012066014236995584,"Art only: @Ccharades_art

she/her!

Fanfic writer, hobby artist, coffee lover. 20. ENTP. 🎃

Multifandom/rt-heavy/TBF, LCDP, @AWildMuppet is my soulmate 🍂",ENTP
248634316,intj ♈,INTJ
1028175996,"( ͡° ͜ʖ ͡°)
Kichi / 20 y.o. / ♏️♏♎ / ENTJ / 8w7 / 🇷🇺,🇬🇧 / Artist",ENTJ
344249349,"Human • Twenty-Four • INFP • Cat mum • Trying to figure things out as I go along.
| PSUT 🎓|
🇵🇸 🇯🇴",INFP
318615232,"History lover 🇵🇭. Geek 🖖. Blogger. Finishing his grad studies. INFP-T. Young, restless, reformed. He/him.

IG 📷: @panalongindio 
Tumblr: IndioHistorian",INFP
1089461065296109573,"режим сна отсутствует как концепт | confident 🏳️‍🌈 | INFP, ЭЛВФ, БНВП | змея злая, но добрая",INFP
878690646621655041,"stay happy, stay healthy

22.01.2019 💛
03.11.2019 🖤
24.01.2020 💖

she/her, INTP-T",INTP
54734083,INTP,INTP
60374659,Writer. Noona. Social Justice Paladin. Cinephile. Soprano. Gamer. Witch. Smark. I-ARMY. Rock Snob. Healer. Socialist. Diva. Leo/Aries/Aries. Jin-biased. ENFJ.,ENFJ
262567556,infp. 6w7. 269. 🇦🇺.,INFP
51970519,ISTJ,ISTJ
128866472,"DH student・studies 🇯🇵🇰🇷🇨🇳🇮🇹🇬🇷 & Maori・STAY・NCTzen・Metalhead・dreams of going to 🇦🇺&🇳🇿・INFP-T・books, music, videogames, travelling, translating",INFP
112919935,"♐ Sagittarius☀️. Gemini ⬆️ . 
 Leo 🌙.  INFP.  SlytherPuff.  ""what did you say? 
I can’t hear you cause I have an ear disease called i don't care... “",INFP
80667229,"29|writer, artist & gamer| Professional Translator & Interpreter |ENFP|☕ |iron-willed| 🇭🇺|🇩🇪|🇺🇲|🇫🇷 OK- resident FF8 Expert ♥|OC appreciator",ENFP
913427940737613824,Commission please DM|Art|TH/EN|INTJ|Don't use my art without permission|Artist/Hobbyist,INTJ
2959651220,"ooh aku paradoks berjalan.
4w5 infp-t 694 sp/so",INFP
3434289208,"•🌙INFP • 594 • They/Them-She/Her • 12H stellium🌙 •
~☁️ ☁️~",INFP
741012260022329344,"Everybody out of the god damn way. I got a hat full of bomb, a fist full of penis, and a head full of empty.
| she/her | ♊ lmao. | ENFP",ENFP
712892145200340992,INTP 6w5 girl who love pastry | Feminism,INTP
837938198714040320,ISFP-A🙌🏻,ISFP
913590417374961664,"INFP
20 • Original Characters • IdentityV • Practice • Reader • TH | JP | EN ●アイコン@tyosyoku_8 ●",INFP
1209420624944418816,"Law student, INTJ, unapologetic feminist, single mum, child abuse survivor,  living with PMDD, lover of sarcasm, positive outlook... Doing just fine 💪🏻🙌🏻",INTJ
706573043,dreaming of some epiphany / ESFP-T 4w3,ESFP
1212794885402546176,freelance writer ✍🏻 she/her 🌝 dungons’n’dargons 🌚 INFJ 💗💜💙,INFJ
1287832148,maap aku INFJ🙃,INFJ
532072247,「hmm! .| Anime + manga | #INTP | #FF | #Persona |🎶🇯🇵🎮👽💤」 FFXIV,INTP
1014433200184090624,"˜”*°•.˜”*°• k-drama fan acc •°*”˜.•°*”˜

CW:  MTF🛵18Again🏀HMLS🏠PrivateLives👀StartUp📮DoDoSolSolLaLaSol🎹 Penthouse🏰

•95•INFP•AB•#KimSeonHo #YooYeonSeok•",INFP
635038221,"“You think the only people who are people, are the people who look and think like you” 🎶 INTP. Bi. She/her.",INTP
47854975,INFJ // instagram: @raraalmira 🐥,INFJ
594497722,20↑INFP-T♏️ • ไทย/Eng/日本語勉強中• Multifandom • ⚠️ 90% retweet 10% rant • 無言フォロー失礼します。FUB Free,INFP
984991180361355266,"Healing through His grace 
| INFP | art acc @blueclift1",INFP
3437757682,get to know this estj | ᐕ)⁾⁾ - celeste - 22 - they/them - austria,ESTJ
1147471022284607489,"(♊︎ ♓︎ ♎︎ / ENFJ) Tarot Reader | Jin, RM, Suga & J-Hope | Escapism through video games, anime & iced coffee.",ENFJ
2589259220,I will make it one day. | INTJ |,INTJ
1162408108452241408,"(She/her) 21 ¦ fan account ¦ +×+⟭⟬⁷ OOO En- ¦ INFP-T ¦ ‹stop runnin' for nothin', my friend› ¦ ♉ ¦",INFP
166402638,"Puppies Stan Account🐶DW/YH💚
YOU CAN DO IT, FRIENDS!!! 
✨Chilean, ISFP, hot drinks lover✨

😍 My Day 🌱 Atiny 🏴‍☠️
💜Sunshine Yuyu 핑크 윤호 ❤️
🌺🌙💖
She / Her",ISFP
4732776974,Aspiring Fashion Designer | INFP | Ravenclaw | Weeb | Support Main |,INFP
1040266454518513664,I tweet what i want. Is this Fan acc? Personal Acc? Idk. I tweet anything▪︎ Certified for sometimes funny▪︎mostly RT and RANT▪︎VILLAIN ▪︎INFJ-T,INFJ
48602116,"INTJ, HSP, Black Feminist, Fenty 410, Sagitterrorist, Proud Blancofemophobe, She/Her. All BLM. 💖💜💙🖤🤎",INTJ
2883550054,INFP - Artist / Gamer / Anime & Manga lover / Cat lover / **Click media for my fanart posts**,INFP
874243570022010881,"⚠️หยาบคาย ไร้สาระ ขี้บ่น รีเยอะมาก ระวังทล.แตก 
•Multifandom
| The Observer | INTP🦋5w4 |
Varian🧪| Kusuriuri📿| Kakyoin🍒
| เปนขยะอวกาศ เปนก้อนขี้มีขา",INTP
238925397,(INFJ) | 9 | LulukE (ลูกแก้ว) สนใจคอมมิชดูได้ที https://t.co/S61aEGyELN | ติดต่องาน - ถ้าทัก DM ไม่ได้ ทัก inbox เพจลิ้งข้างล่างแทนนะคะ (ปิดกันสแปม),INFJ
1060315110714028033,fixing my fluency in silence🌊 (infp-t),INFP
870576161272643585,UST-MedTech 💜|UST Hiraya Asst. Sec 💎|UST Purple Gazette Features Editor|20|INTP,INTP
1491770964,"INFP || a whole circus, the clownest clown for Day6, Pentagon, and iKON.",INFP
3280448551,"23. She/Her-Universe, Wannable, OOOFER, Fantasy, WELO, Multi, ENFJ-T. Virgo Uni girl in Wanderlust; Starbucks, Boba, & Kpop. What we think, we become. 🇺🇸🇵🇭",ENFJ
1210512152718528512,"ISTJ // B Blood type //
It will pass~   미나  (21:29) ~
LOVE LIFE FUN WORK ~",ISTJ
703568975574097920,"アイナナ🐰 (main) | まほやく🕰️ | あんスタ🦁 | etc 🌸 EN/ID | INFP 6w5 | F, 20↑",INFP
1244333245833019392,He/Him. 23♈️🇲🇽 INTP:6 Icon from: Ghost Stories. Banner from: All Saints Street.,INTP
260710137,"بما انك هون؛ خلينا الجهتين ناخد اجر، صلي عالنبي وتبسّم❤

The only divergent ISFJ gryffindor you'll ever meet 🦁🧠😂 |Medicine | UNESCO‎| UNHCR | OÖ/JO",ISFJ
119701228,"⚠️ I curse a lot ⚠️ 

INFP ° teacher(?) ° suffering on sunken ships n dead fandoms ° avid reader ° mother of many unborn children ° sporadic RO player °",INFP
