,twitter_id,bio,types
227,1217143570848735233,"LMT, & Acupuncture student. ENFP 5w4 Sx/Sp - 539.",ENFP
228,1241344624695877633,INFP 🦋,INFP
229,106537797,"professional disappointment    
                                                              
infp-t • gemini",INFP
230,950103367715622913,ENTP✨,ENTP
231,301107499,"Católica, mexicana. Enfp 4w3",ENFP
232,991630453898592257,"""I don't need a boy to pay attention to me. I'll pay attention to myself."" - Tina Belcher. 

#Aromantic #INTP #Enneagram5",INTP
233,928665316900478976,#mindmapping#culture #cognitivism#space#swarm #quantummechanic#halfspin #psychophysics#neurogenisis #omnipresent#5w6sx/sp #INTP #parapsychology#research#AGN,INTP
234,3022130590,"I'm a robotics engineer with interests in automation, origami, and mostly anything dealing with the nature of the human experience and the universe. INTP5w4",INTP
235,1077252689178832897,Random • Feminist • Introvert • Believer • HSP • 80s • Libra ♎️ • INFJ • Kapha • على حدٍ سواء • 1114 • in love with my full moon 🌕♥️ • #WWG1WGA,INFJ
236,1233667974218694656,leo ☼ leo ☾ sag ⇡ ⚬ infj 4w5 461 so/sx,INFJ
237,1237798875743662081,intp,INTP
238,1237202611901730816,|24| A confident INTP who is constantly improving skills and embracing change. Accounting. Forensics. Technology. Programming. Logical Thinker. Art. Religious.,INTP
239,1232246233642590209,I am a INFP otaku girl who loves cats and sweets.,INFP
240,612562571,"Anishinaabe Kwe from Wikwemikong on beautiful Manitoulin Island, Dog lover, and ENTP (Visionary)",ENTP
241,1236667723712614405,"I'm here to hang out and nerd out!

She/her; typology funtimes: ENFJ, 4w3 maybe? who knows what else",ENFJ
242,1164879833022832640,INFJ 4w5 479 ILE-Ti ♒☀ ♋⬆ ♑🌙,INFJ
243,43186915,"Graduate Student #ArtTherapy/Counseling, New Mom June 2020, Wounded Healer, Photographer/Writer, @ThirtyOne Consultant, Scholar, @USAirForce #Veteran, #INFJ",INFJ
244,783531995808800768,Melbourne Birth Photographer  Podcast Lover | Coffee Addict | INFP Learning the Enneagram,INFP
245,1232101158455595008,um esfp normal e entediado por ser solteiro,ESFP
246,1043244368554012672,"artist without art, Engineer, INFP, socially awkward, love attention but not the spotlight, not impressed or impressive",INFP
247,1123919370755944448,"Soy vegana pero como guaguas🌿
                      LG(B)TA 🏳️‍🌈 ENTP💥She/her",ENTP
248,389195681,infp. Dreams. Nothing is impossible to a willing heart.,INFP
249,1234185817905647616,Just some ISTJ moments of an ISTJ life,ISTJ
250,106969973,"Husband, Daddy of two | Social & Collaboration Nerd, #ScrumMaster & #Agile #Coach | #INTP | #systemsthinking",INTP
251,1159870246230155272,| ENTJ | ESCAPE THE ORDINARY.,ENTJ
252,3367461135,"Supporting business owners make Efficiencies with Process Mapping, CRM Engagement & Data Analysis. Interests: Crafts, Playing Piano, #MBTI #INFJ #Entrepreneur",INFJ
253,898184816209690629,"I'm warning you, looking through my Twitter is just gonna make you hate me.
ENTP",ENTP
254,1653452797,"• ♑♋♑ • INFP | 4w5 | 459 • med student with the personality of a sloth • mbti, astrology and aesthetics • she/her •",INFP
255,2262922296,Author of Stuck in Reverse: Finding Joy in the Middle of Weird. #ChristianWriter #ChristianAuthor #INFJ,INFJ
256,14584456,MBTI Consultant; Career Advisor; Basketball Coach; Writer; Husband; Father; INFJ,INFJ
257,259973163,INFJ ☀️🙏 spread jam like Joy,INFJ
258,256607834,"Loves, MBTI (ISTJ), Trees, Pets, Politics, and Exploring.",ISTJ
259,50253810,"Interested in Art, Comedy, Psychology, Philosophy, Music, Gaming... PES & THFC fan. INFP personality type.",INFP
260,1226246555713331200,Dragon warrior. Fighting to escape narcissistic abuse and coercive control. I am my own master now. #INFJ #HSP #LDS,INFJ
261,415157993,"Je suis un ENTJ. j'aime voyager et l'histoire. Je suis un bibliophile. Etudiant de Gestion et la compta , les langues et le marketing. Chui Poète",ENTJ
262,1150885043239174144,"INTP 5W4; 5W6 |
LII Socionics | C. Nonfictionist |
Not a time traveller but a relativist |
Your philo connoisseur; I only do dialectics otherwise |
.- -. .-",INTP
263,1191331149060034560,INTJ-T/4w5/INTp/ILI-Ni,INTJ INTP
264,1174003424230350848,"IN LOVE WITH ART ~💛 

Lyrics. 
ENTJ.",ENTJ
265,1098613829460668417,INTJ-A 1w9 | substance over superficiality,INTJ
266,1227068436255133696,"ISTP-A
FMS || 017",ISTP
267,790146242,"Acteur (https://t.co/miy3OzgGL6)
Entrepreneur
ENFP",ENFP
268,1226889359997063168,commited to be the best version of an INFP,INFP
269,386754852,"ashley p, no PhD (yet).
Jalen's #1 fan.
it's not revenge--it's justice.
INFJ. 1w9. sx/sp.
IG/Snap/everything else: muyencantadora
$muyencantadora",INFJ
270,1223853027439849479,#infj,INFJ
271,2743723125,"24, she/her, a Libra INFJ sp/so 4w5 wearing a 4w3 mask
No matter what people tell you, words and ideas can change the world. -Robin Williams, Dead Poets Society",INFJ
272,960438916271652864,"Slightly Scottish, also Somewhat Scandinavian. Seriously Sarcastic.  Lab Scientist.  ISTJ.",ISTJ
273,1075421326574346241,Hospice Social Worker/MSW Indiana University/Politics/Literature/INFJ/Humanitarian/Health/History/family hx porphyria/theater /Liberal Democrat/Colts,INFJ
274,1177730585550307330,Yazz™️ ° Fred MusEd/Jazz Studies ° ISFP ° he/him,ISFP
275,1222985129985028096,"The more that you read, the more things you will know. The more that you learn, the more places you'll go. #INFP #Herbivore",INFP
276,1207614952200196096,18 l estp l #edtwt l your average compressed ant l h155 sw88 cw🐷 gw50 ugw40 | @diaryofanedtwt | every tweet of mine with a 🐰 in front of it is a note to self,ESTP
277,3263186161,umm... bla bla bla girl power! #ENFP 🇦🇺,ENFP
278,904389455699738628,"entp, 5w4, ILE, sp/sx. jill of all trades, master of none. nobody exists on purpose. nobody belongs anywhere. everybody’s gonna die.",ENTP
279,2283696699,intp - ravenclaw - nasty woman - democratic socialist - not as funny as i think i am but it gets me through the day - bernie 2020 🇺🇲✊ - not in that order,INTP
280,1219372219660472321,#infj #Libra #metalhead #Introvert #single I don't particularly like twitter.,INFJ
281,55951726,INFP | 451 tritype | Embrace the Discomfort | Co-host of Nerd Your Enthusiasm: https://t.co/aasHImq1rl,INFP
282,1219419900097318914,"ISTP, Blogger at PracticalTyping, a 16 types and cognitive functions blog.",ISTP
283,150550926,Mermaid🌿 Virgo🌿 INFJ🌿 Joon's🌿 Chemical Engineer🌿 Blogger🌿,INFJ
284,203870303,"ingénieur mécatronique.
entrepreneur.
développement personnel.
INTJ-A.
5w6.
collapse.
permaculture.",INTJ
285,1218227067478630400,nighttime baby 🦇🖤 addams family stan 🥀 infj 🕷,INFJ
286,363062836,"I can't go back to yesterday - because I was a different person then. ~ Lewis Carroll | On a continual journey of self discovery. | ISFJ, maybe? ♡",ISFJ
287,1204800245068161025,"Audrey, 29, ISFJ (MBTI type). 🇫🇷❤️🌹
#mbti #isfj #dceu #essentialtremors #IStandWithJKRowling",ISFJ
288,773067446815195136,i have too many opinions and books•💜♠️💚•infp 4w5•multifandom•wannabe activist•a stitching 50s edwardian•dreamsmp•she/her,INFP
289,4113106459,A proper rebel| lover of random things| dv survivor| former evangelical| ENTP,ENTP
290,1167634303661953024,"#MHKGA #MAGA
#ANTIFA_NAZI #BLM_NAZI #CHINAZI #FEMINAZI
#武漢流感
#以SARS之心_度流感之腹 
#Chaotic_good #INTJ #ILi
#PassionTimes #Zeiton",INTJ
291,1100550340917760001,"Socially and spiritually aware wild woman rising above the programming.
#empath 🎭, #Pisces 🐟, #INFJ 👽. 
🙈🙉🙊",INFJ
292,966461812920193025,"ENTP, politólogo en proceso 🗳️, amante de historia e ironía 📚, Realpolitik, poeta aficionado, Socioliberal y todo un personaje 😉",ENTP
293,4255959556,"An INFP-type personality (MBTI) w/interests in NanoTech, Philosophy, Sociology, Martial Arts, and recent interests in Apologetics, Body Language, and Politics.",INFP
294,223015591,Freelance editor and writer. Writing about the worlds in all of us. INFP. #WritingCommunity,INFP
295,1171755091172483072,"‏‏معرفة لغة أخرى تعني نظرة مختلفة للعالم كذلك 🗺
-فيديريكو فيلّيني 

170603~INTP ✉
Sadeel Abdelhadi",INTP
296,2811751428,thought validation. #entp,ENTP
297,1213702681228742656,INFJ. She/her. ♎️☀️♏️🌙♊️⬆️ 6w5 sp/sx. BCBA 🧩Avid reader📚 Nature lover 🌿 Chronically ill🥄,INFJ
298,14714007,Designer / Creative Director / Outdoorsy person / Bibliophile / INFP 4w5 if you are into that kind of thing,INFP
299,1094465384898592772,hmu for a bad time • INFP • 9w1 (954) sp/so,INFP
300,1139070917265387520,Your local infp 9w1 sensitive ass. I stan the beatles and im a star wars fan. For some reason i watch football and i support chelsea,INFP
301,1156414376460472320,"Novice Alchemist of Food, Mind, Energy, and Personality | HSP Empath | So-Sx 4w5 INFP | Homemaker | 🐩😼🐶🐟",INFP
302,1131316381419360256,"I've been here quite awhile (10 years) discussing other stuff. 

It's now time to focus on things closer to my ❤️ lately

Name + topic change - 1/3/2020

#INFJ",INFJ
303,20425980,Sys Engineer. FGC. All music. I also like sad and edgy garbage. I just wish I had more time for anime. ENFP - Enneagram 479 so/sx. Ravenclaw. Rebel Scum.,ENFP
304,1195495050911703040,"#INFJ or #ISTP? #LockSport, #Enneagram 594, #MBTI, RF Electronics, #IT. #ChronicFatigue & #ChronicPain. Public Safety Industry. All tweets are mine.",INFJ ISTP
305,1212418245333925888,"#Type9w8 947 sx/so #INFP EII Mom, wife, fiction dweller, ginger with a soul, coffee mug collector, lover of snark and quirk, typology enthusiast ♏️ ♎️ ♈️",INFP
306,1040695177797672962,🧡🦀🍍{{ISFP||22||She/Her||Capricorn||ADHD||Schizoaffective||Artist||Aspiring Author}}🍍🦀🧡,ISFP
307,358952881,Mostly INFJ,INFJ
308,183304407,infj ok,INFJ
309,823776585887191041,"If you want change, do something. ENTP. Fuck the status quo.",ENTP
310,1209185125201842177,"Big Entp, don't give up on me.",ENTP
311,1208963232884514816,INFP-A • 2w3 • Sagittarius sun • Taurus moon • Venus in libra • Mars in Aries • head in clouds •,INFP
312,1180144199305486338,"virgo, intj, 5w6, harry styles fanatic, survivor fan, british",INTJ
313,1208836367968612352,INtj Investigator/therapist 5 w4 Rh negative Aries 38 Wife of INFP Mom of 3b/1g I believe we are all 1 we are ❤️fear/shame/guilt are illusions⏰2 wake up #me too,INTJ INFP
314,144877792,I take out my brain trash here. INTP ♍⬆️☀️♈🌙,INTP
315,3092732307,"Bassist/Lyricist/Vocalist in @WeAreAnimalsUK, ENTP, Everton fan, no sense of smell",ENTP
316,1207688889374269441,Travel Enthusiast 🌎/Introverted ENFP/ 5w4 SpSx / Chemical Engineering major/ mad writer,ENFP
317,1076511776957779969,"literally an alien or something like that. 💜♏️☀️♍️🌙♐️⬆️ INFP / EII this where i let my soul resonate, since no one wants to hear what i have to say in reality",INFP
318,705266188662784000,Enneatype 9w1 so/sx | INFJ | ♓sun♊rising♏moon | ThetaHealer | She/her | Demisexual 🇧🇷 | And I would love talking to you even thou I'm terrified of doing so 💜,INFJ
319,609872370,"Infp
4w5(enneagram)",INFP
320,967508609948110851,infp,INFP
321,1195149482364530688,"ENTJ // 8w7 // ♍︎☉ ♐︎☾ ♍︎⇧ // ace disaster // “viscous meniscous translates to goopy knee,” // BLM // ACAB",ENTJ
322,1205760987938222080,A random individual who recieved the #ENTJ type on the Myers-Briggs Type Indicator. I mostly post quotes.,ENTJ
323,1205227146802802695,"ESFP, SEE, 7w8, sx/so
Medical Interpreter
Guitarist
Car Nut.  IG:drivethrubluesman",ESFP
324,4115988317,#entp #7w8 #NeTiFeSi #enneagram783,ENTP
325,2313873271,INFP | 9w1 | -What if there is no tomorrow? There wasn't today.-,INFP
326,1153738241373298688,"Another edgy 14 years old girl 😒 who's also an ""INFP"" if you know what that even mean 😇",INFP
327,1203949468804091904,"ESFJ | Love: Grammar, Languages, Dogs, Travels and Food",ESFJ
328,73330440,"Love walking on the right side of the road with strong wind blowing on the face. Compulsive Contrarian and a Maverick...in other words, an INTJ",INTJ
329,1203735918496141318,"Never despise the start of humble beginnings.

INFP; Type 4w3",INFP
330,566492039,Ecclesiastes 3:11 | INTP | Who/Whom,INTP
331,1016342738311221249,"you are where u go alone .....
#INTJ",INTJ
332,1087450086228008960,"#ESTP outdoor enthusiast, gamer, and dad of five! 7w8 so/sx. Looking forward to talking type!",ESTP
333,3229879637,A mist. INFJ. Jesus. Bass. Philosophy. Literature. Ethnic Food. Indie Music. 日本語.,INFJ
334,533367178,| Economics | Policy | Design | #INTP #FIRE #M4All a #GreenNewDeal is better than a Raw Deal #LegalizeIt #TaxIt,INTP
335,31337534,Seeker of Truth | Liberty & Individualism | Philosophy | Esoteric | INTP | ♈︎ ☉ ♒︎ ☾ | 9 LP,INTP
336,841730010759233537,"Ad-hoc Nigerian. Perpetually amused dilettante. Spiritually inclined. Black as sin. Kind, but not “nice.” Don’t touch my arm with your arm. | #INTP-A | 5w6 | 🌱",INTP
337,183230952,infp,INFP
338,959899698,"Sugar, space, and everything weird. Love is always the message. Are you listening? 🛸#INFP",INFP
339,1188428319492050944,"#INFJ -FM Ni-Ti S/C 1w9 Sp/So

Kinda artist| coffee roaster(beginner)| knowledge lover",INFJ
340,1195667591831805953,A spiritual seeker who takes a keen interest in the #Enneagram #4w3 sx/so #ENFP,ENFP
341,1195675059467276288,"ENTP 5w6 584 so/sx

@mbtihub on Instagram",ENTP
342,2965009241,"Hi, it's me. INFP, 9w1. I'm here for:
• cat photos
• Enneagram memes",INFP
343,2161652977,"Believer in Christ #INFJ Poet, Father of 👦🏻👩🏻👩🏻 Father of two 🐶🐶 #Ravenclaw",INFJ
344,1071118545487048706,"shitposter
//  INFP",INFP
345,826437960371417090,"INTP. Me interesa la ciencia, adoro el arte y la escritura, y amo con toda mi alma a la filosofía. Defiendo la discusión. Amo a Dios aunque él no me ame a mí.",INTP
346,1099940799658090496,Aiming up/ infp 4w5/straight,INFP
347,1194635037624242176,『INTP』 【gamer】,INTP
348,1194473071924539392,Classy. INFP. Aut viam inveniam aut faciam.,INFP
349,1181945490855743488,"A sensitive soul who feels too much but loves even more. 
A girl who wants to share the deep thoughts flowing through her mind
#INFP",INFP
350,191810022,"South African, INFP, Chelsea FC,
Smile :)",INFP
351,1192446105990180865,"✨Multistan✨
★ VICTON, JO1, X1, DAY6 , HOPIPOLLA , LUCY, ONEWE , ONEUS , E'LAST, BDC, BANDAGE, THE ROSE ★
☆INFP 9w1☆ 🦊",INFP
352,1191504631299530752,"Life is about duty and achievement. Make a plan, get off the couch, and take control of your life before it takes control of you.
#ENTJ",ENTJ
353,353504052,infp 9w1 ۞,INFP
354,27952541,"Born 1968, married, sober, atheist, INFJ",INFJ
355,1190350878290644992,• Check my threads for information about each type • جميع الانماط لها ايجابيتها وسلبياتها فلنقراء بعقل متفتح ومتقبل♡                 BY | ENFP,ENFP
356,1029733775079424000,INTJ 5w6 トライタイプ135 MBTI ×キャリア 色々な人の意見や考え方を知ることが好き 気軽にフォロー下さい,INTJ
357,1179933318923657216,"Backhaul Network Manager @ Sprint, 💍Wife, Fur-Mama 🐶, Daughter, Sister, Friend, 🎗Survivor, INFJ, Big Data Lover📊, Leader, 💻Tech Girl, Problem Solver",INFJ
358,1189424539731558400,INTP-T. New to this typology thing. 5w1,INTP
359,1189220438569713664,"Gay male traveller fascinated by personalities, lost among persons, driven to understand. #INFJ #MBTI #9w1 #cello",INFJ
360,3234730002,𝚂𝙻𝙰𝚈𝚃𝙷𝙴𝚁𝙸𝙽 メ魔女 𝙲𝙰𝙿𝚁𝙸 #intp في الدرك الأسفل من الوعي,INTP
361,1030621146042052609,"viciada em desenhos gays, animes e séries bestinhas que me distraem da minha vida merda || INTP 6w5 || ela/dela",INTP
362,1039662267565068288,I love coffee more than anything .I hate shoelace and tree leaves 🍁. people are weird ! myself included. #ENFP,ENFP
363,973976444861845505,"#INFP|#Enneagram4w5|#Empath|Believer🕊|Proud 🥑 'minion' 😂😏
#BelieveWomen
#BelieveSurvivors
#Justice4Survivors
#WhereAreTheChildren
#FreeJulian
#Resist",INFP
364,1181242040668917761,"a toothbrush, a cake of soap, a pot of cream & a jug of coffee • INTJ •",INTJ
365,1186745899340484608,"Aries sun Aries moon Cancer rising ISFP 974 sx/sp Slytherin ESI-Fi film lover, taken",ISFP
366,558420903,"☆ ENFJ (sp/sx, 2w3) ☆ Non-religious ☆ Optimist ☆ Survivor ☆ Helper ☆ Dreamer ☆",ENFJ
367,17514839,Jesus::Coffee::Books::Tunes::Writer:: Avid Shoe Wearer::INFJ::Solivagant (for now)::Real Estate Investor’s Right Hand::PsyD here I come!,INFJ
368,2950057977,"Skeptic, INTJ, Agnostic-Atheist, dabbler in philosophy😁",INTJ
369,1034085514834366464,"INFP-A, nine, AV enthusiast, and musician, and many other things",INFP
370,1007069295560527872,"Introvert, INFJ, Awkward, Overthinker, Minimalist. Horns hold up my halo. Maine girl transplanted in Colorado.",INFJ
371,1044366955350814720,"A stream of consciousness from an anon INFP-T (Mediator). It's kind of like my diary.

#infp #infpt #hsp #hss #ambivert #introvert #enneagramtype2",INFP
372,211571890,daily journal & self-reminder.☺️ extroverted introvert. #ESFP,ESFP
373,904993747,♍︎⊙ ♓︎☽ ♏︎↑. infj. 146 sp/sx. hsp. xvx. misanthropic anti natalist. chronically ill. photos are mine. @alexh_269 🦕♡,INFJ
374,769366144784314368,"I walk around like everything is fine. but deep down, inside my shoe, my sock is sliding down..| INFJ",INFJ
375,315572629,"A walking contradiction ▫️Music 🎵 aesthetic 🌻 Football ⚽ Dreamer 🌌 Gamer 🎮▫️ INFJ ▫️ 9W1 ▫️ ♑ ☀️, ♌🌕,♓⬆️ ▫️",INFJ
376,972873829310705665,《 • an INFJ girl with anxiety • also a virgo ♍ • usually here when things are messy》,INFJ
377,1085374855699226624,"ENTJ 🌈
#ENTJ #ENTJwoman #atheist #ExChristian #goodwithoutgod",ENTJ
378,1729693999,"Owner of Infinity Athletics, Corporate Fitness Specialist, Just out here trying to learn and grow. ESFP, Enneagram 8w7 SX/SO.",ESFP
379,495010320,INTJ. Tech-Opinionated Tech Podcast Host/Producer at @techaholicspod,INTJ
380,1175419166683291649,"my name is Halah 🙂♥️can talk English,Turkish,Arabic 😁 feminist 👸🏻 artist 👩🏻‍🎨 16 years old 😜ENTJ 😏 dreamer 😍 live in turkey 🇹🇷I’m from Iraq 🇮🇶",ENTJ
381,1156992494762102785,"Race-rower, Mechanical Engineer, Marketing Manager, Trader, ESTP 8w7",ESTP
382,1179404162854875137,"🌻 Leo Stellium • INFP 4W3 Sx • Selectively Social • 🙋🏻‍♀️ She's a woman of warmth, this one ☝🏻",INFP
383,313817212,Eva's circus 🎠 · INTP · She/Her · OT7 · 🇮🇩+🇬🇧 · 🎨 FA: @cyphrslab · Fan Account ⟭⟬,INTP
384,1178028434645086208,"Infj looking for some friends, who likes yoga, gardening, and is trying to balance her chakras.",INFJ
385,65818361,"If you wanna be with me, I can make your wish come true (kasabay ng mga pangarap ko) 🎶 | Chickenjoy Hoverer | Tau Mu | The B in LGBTQ+ | ENFP-A | Taurus",ENFP
386,734397904513695744,"Some of those that work forces, are the same that burn crosses. Indigenous. Queer. INTP. Aries ☼ ┊ Gemini ☽ ┊ Taurus ↑",INTP
387,1162400018164142080,Insight into the mind of world’s rarest #MBTI personality type - #INFJ  What of and how we think. Opinions?,INFJ
388,1147186338741063683,"ENTP | Male-ish | SuperLover
Happiness is like a kiss. You must share it to enjoy it.",ENTP
389,1059875573114327040,"INFP-T♎️ I PROCESS OVERLOADS/TOUGHT'S IN ART. Work with iPhone💐 FB: Art29 by Drago Laszlo, DM 📥 INFO&MOORE",INFP
390,3242690936,"Humanist, lover of comedy, deep conversations, good food, animals and compassionate authentic people. INFP personality type, Gen X.",INFP
391,426792293,"#ENFP • #2W3 SX/SP • “I’ll take my heart clean apart, if it helps yours beat.",ENFP
392,1176567558868103168,"This page is a place for INFJ's to laugh about who we are, make sense of the things we do and lastly make friends that truly understand us.",INFJ
393,1129234619105021954,"1, 7w8, INFP, Aries.",INFP
394,877324360427503616,"Matt, an INFP-T avid traveler from the NYC suburbs. Enneagram 4w5 sx/sp. No fear. Open Heart. Sheer Will. He/Him",INFP
395,1174419605789577216,"I'm an ESFJ (7w6), loving life, personality blogger who can't wait to connect. Mental health advocate.",ESFJ
396,870781017476538368,◈ TREAT PEOPLE WITH KINDNESS - INFP 4w5 SpSx | slytherin🐍,INFP
397,189345260,ENTP ⚡️ 8w9 so/sp ⚡️ Texan,ENTP
398,3772102756,"Some birds aren't meant to be caged, their feathers are just to bright. INFJ 9w1",INFJ
399,1967073607,INFJ 4w5,INFJ
400,1098266329642094592,"twenty-five, sagitarrius, istp-a. aspiring french patisserie.",ISTP
401,922505902430629889,"61yr old ENFJ  artist🎨 Music Lover🎶Adventure🚀
I Stand With President Trump 🇺🇸 ❤️JFKJR  🇺🇸 KAG2020  WWG1WGA 
TRUTHvsLie 🙏 Bendedknee 
only to King Jesus",ENFJ
402,2949138237,"♌☀/⬆️-♐🌙

She/her 

« living in a tiny box & looking for the stars »

#INFP☁️",INFP
403,1135994302344159237,I have reached the 🌾field of my 🌾#EFFI_cacy 🌾#INFJ Attentive 🌾I recommend DMs without any inquiries 🌾,INFJ
404,739752204467240960,ISFJ,ISFJ
405,1170462949749723137,an entp/ILE 9w8 in need of a little more anonymity than her main account allows,ENTP
406,4737530029,just another sheep. jw. intj ✨,INTJ
407,382182011,"Avid reader, occasional writer, proud Army Brat, INFP
Member of Youth Club and Azaan Sialkot teams.",INFP
408,342874176,INFP & 4w3 🏳️‍🌈,INFP
409,2276945307,infp EII-Fi | i swear i’m funny | i love languages,INFP
410,795375313840640000,A natural chameleon that's constantly caught between realism & idealism. #INFJ #INFJProblems #MyersBriggs #MBTI #introvert #introvertproblems,INFJ
411,954045798,"26. INFJ, 4w5. Empath & HSP Gaming, Music, Animals, Art. Big ole Swiftie. DMs always open if you need to talk.",INFJ
412,1166368253700128768,"#MBTI #INTP #INFJ married couple. Internet claims we’re the Golden Pair, I prefer Pear. I'm making animated stories,vlogs,interviews,podcast. #personalitytypes",INTP INFJ
413,774685154891685889,INTP,INTP
414,1163445615151505409,opinionated #ENFP | Virgo | IEE | Slytherin 😱| Writer | Youtube content creator #amwritingscifi #nanowrimo2019 #nanowinner,ENFP
415,1045490488709656577,louise | 20 | she/they | writer | infj | #blacklivesmatter,INFJ
416,1164373161787441153,i am vlad // 8w7 // ESTP // chaotic good // he/him // d e m i s e x u a l // taken by the best ever: @neoui_angae ❤,ESTP
417,2394891211,Evangel University | North Central University | Senior (again) | W3N for life | ENFJ | Enneagram 2w3,ENFJ
418,1164594537555288064,Bandida (do pomar)   Fisica en la US👩🏽‍🔬        ENTP,ENTP
419,40625585,"Jesus.✝️ USA. veteran
Love talking to new and different people 
:but for the grace of God, go I:
non-Content creator

DM's open | ENTP | Correct opinion haver",ENTP
420,246709755,ENTJ,ENTJ
421,1143649511035695104,"| ✝ | 

| INFJ | 9w1 | Hufflepuff |

🏳️‍🌈| #FaithfullyLGBT : | Bisexual | Demisexual | Polyamorous |

🏳️‍⚧️ | Agender | they/them |",INFJ
422,1162786644191305728,"He/him, INTP, 5w4, Queer, 19y/o, not an actual professor, European, Breton",INTP
423,101614565,"INFP || 4w5 (or 9w1, I’m really not sure) Sp/Sx || ♋︎🌞 - ♍︎⬆️ - ♋︎🌙 || He/him || Brazilian Translator, cat person and MBTI enthusiast",INFP
424,1149095986419195905,"Female biped. Originated in France, ranges throughout Canada (and the world). ISTP. Travel, bikes and hikes, and the dark side. Bi, kinky, and married.",ISTP
425,1268882510,u snooze u lose | enfp,ENFP
426,1027642461022302209,"One tweet closer to death
|| Confessional Lutheran | Libertarian | Continual Improvement | INTP | Secretly a hopeless romantic ||",INTP
427,845080886676643840,"I'm not special. I'm ENFP.

$HappySkulls",ENFP
428,224576505,Christian || I speak fluent Business || @esmtberlin @cuhebron || Chelsea FC || ENFJ,ENFJ
429,607625778,Street Rat with a Coy Smile // intj // 5w4 //,INTJ
430,1047392857,"A dreamer, lover and lunatic. INFP",INFP
431,278750925,"🌞♐️ 🌚♒️ MBTI: INTJ. Stoicism, Economics, Crypto, Politics, Astrology, and Coffee my thing. #BlackLivesMatter Anti-Two Party System.",INTJ
432,1006397408,"Wife, mother of two wonderful kids. English teacher. INTJ-T. Sherlock, LOTR and Star Wars lover. High-functioning Pengwing",INTJ
433,986781943134957568,"Engineer, fencer, amateur botanist, amateur mycologist, techie: I've never met a knowledge I didn't like. INTP",INTP
434,1142849712304918529,#Bibliophile #ENTJ #Ravian A continuous never-ending war between my head and heart. Bias is Death.Accommodating but intolerant. Thinkers live in their own hell.,ENTJ
435,1097211311656718336,I’m an INFJ and Empath. I embrace my shadow so it doesn’t embrace me as I walk the path of self improvement.,INFJ
436,2656332518,"NOT ACTIVE - I rarely post here.
▪Introvert▪|♡Psych|||▪INFJ▪4w5|| https://t.co/l8kde6n8uP",INFJ
437,464359401,INFP - T ♡ 808 ♡ wakaan family ♡🦉🌱🌅💌,INFP
438,1159534450427887616,It's not the years. It's the mileage. #MBTI enthusiast. INFP. Marketer. Personal Twitter for life satire and updates.,INFP
439,903990928712531968,"I wonder if I saw your face again
Would you be a stranger ...
Would this be the beginning
Or the long and winding road that takes 
INTJ♐
syco.sassy💫💥",INTJ
440,1158670290345496577,20 || MBTI & Enneagram enthusiast || INTJ 5,INTJ
441,314502177,"Accessibility trainer who works for Apple, geek girl, blind gamer, professionally trained vocalist, foodie, New York born latina, ENTP. Snarky, querky, fun.",ENTP
442,1151199287822319616,"50, wife, retired homeschool mom of 4, Certified Personality Profiler. I love to read, research, knit, garden, pursue Torah, and study Hebrew. INFJ",INFJ
443,53553344,I help creative + ambitious INFJ women take bold action on their vision. #infj,INFJ
444,1141039718144118785,"INFJ 💜 HSP #teetotaller ♉ 💜 #lightworker
Forever wanting to leave",INFJ
445,18930463,"NP, Artist, INFJ, love my family",INFJ
446,1097324587761561600,"INFJ.
🎵Cavetown - Talk To Me
#MentalHealth
I want to be real. To be Me.
I am very open if you need someone to talk 😊",INFJ
447,320306110,"The largest online resource just for INFJs. Get ""The Complete Guide to Understanding the INFJ Personality Type"" on Amazon! #INFJ #MBTI #Introvert @meganmmalone",INFJ
448,2409241868,"@Healthline & @_Feedspot Top 10  Anxiety Blogs, #Resist, #INFJ,  #Fitness,  #Relationships, Quote Lover",INFJ
449,614404677,"21 - The Netherlands - INFP 9w1 - enjoy psychology, chess, games and music :)",INFP
450,1156282994287611905,"Ripping the bandaid off my pride, rubbing authenticity in it hoping it will scab over with a bit of Confidence. INFJ 2w1 Sp/So",INFJ
451,1155390878057402369,A breathing contradition. #Empath #HSP #INFJ,INFJ
452,630899499,"In 💙 w music, live shows, tv series, photography, books, art, plants, animals, airplanes, space, weather. | INFP | 4w3 | 🌞♈️🌕♏️ | Ravenclaw ✨",INFP
453,697433508902526980,"intuition rules ❤️🇵🇹 ❤️ Don't stay where you are tolerated.....go where you are celebrated.....
INFJ 😏",INFJ
454,877156369564086273,weaving through the endless threads 〰️ INTP | 5w4 [584] | tweets perfected by @_Ekidoh 🥐,INTP
455,1119550028635201536,infj 9w1 5w4 2w1 952 sp/so EII,INFJ
456,934508604954234880,"In my dreams God is talking to me.I am down on my knees.I am begging you please.Let my soul rest in peace.🌟Never mind🌟Psycho.♐BTS🐰🐯INTJ✴
Twin Flame",INTJ
457,395659540,"My head says gym but my heart says tacos  • ISFJ

Valparaiso University Meteorology '19",ISFJ
458,923369890098139136,"I do books. What more do you want to know? #INFJ because who isn't? #AmWritingFiction you won't ever read. #Theologian means I create problems, not solve them.",INFJ
459,1152789943598669825,"Guardian of Books, Hufflepuff, ENFJ, 2w3, Reader(Obviously), can’t wait to read more books and meet more bookworms!",ENFJ
